,truck_id,route_id,departure_date,estimated_arrival,delay,route_avg_temp,route_avg_wind_speed,route_avg_humidity,route_avg_pressure,route_avg_precip,route_avg_visibility,route_description,estimated_arrival_nearest_hour,departure_date_nearest_hour,origin_id,destination_id,distance,average_hours,origin_temp,origin_wind_speed,origin_description,origin_precip,origin_humidity,origin_visibility,origin_pressure,dest_temp,dest_wind_speed,dest_description,dest_precip,dest_humidity,dest_visibility,dest_pressure,avg_no_of_vehicles,accident,truck_age,load_capacity_pounds,mileage_mpg,fuel_type,driver_id,name,gender,age,experience,driving_style,ratings,vehicle_no,average_speed_mph,is_midnight,unique_id
10,38811305,R-bb7dd17d,2019-01-28 07:00:00,2019-01-28 09:42:36,0,80.0,7.0,43.0,1020.0,0.0,6.0,Patchy rain possible,2019-01-28 10:00:00,2019-01-28 07:00:00,C-2aaf0e1a,C-5d86b887,135.26,2.71,14.0,2.0,Sunny,0.0,82.0,6.0,1021.0,34.0,6.0,Overcast,0.0,35.0,6.0,1020.0,2593.0,0.0,7.0,15000.0,25.0,diesel,ae0e0727-1,James Holmes,male,40.0,3.0,conservative,4.0,38811305.0,49.68,0,11
11,79540804,R-d671dd0c,2019-01-16 07:00:00,2019-01-16 20:22:48,1,73.5,8.25,61.25,1012.75,0.0,6.0,Clear,2019-01-16 20:00:00,2019-01-16 07:00:00,C-2c9e75ef,C-7212cebe,668.95,13.38,39.0,7.0,Partly cloudy,0.0,97.0,6.0,1022.0,23.0,4.0,Clear,0.0,49.0,6.0,1026.0,2209.5,0.0,10.0,3000.0,24.0,diesel,09fc5c5e-3,Robert Johnston,male,58.0,21.0,conservative,9.0,79540804.0,52.25,0,12
12,13531857,R-07d1e2c0,2019-01-01 07:00:00,2019-01-01 19:49:12,0,65.25,6.75,58.25,1015.5,0.0,6.0,Clear,2019-01-01 20:00:00,2019-01-01 07:00:00,C-b25a09de,C-19236709,640.97,12.82,50.0,17.0,Partly cloudy,0.0,77.0,6.0,1015.0,27.0,7.0,Cloudy,0.0,81.0,6.0,1029.0,2137.3333,0.0,7.0,15000.0,17.0,gas,087d9a97-3,Robert Burns,male,46.0,12.0,conservative,6.0,13531857.0,44.43,0,13
13,11191961,R-5b231705,2019-02-03 07:00:00,2019-02-03 10:57:00,0,69.0,5.0,68.0,1023.5,0.0,6.0,Patchy rain possible,2019-02-03 11:00:00,2019-02-03 07:00:00,C-9bbf5d8a,C-d9e9d934,197.59,3.95,45.0,1.0,Sunny,0.0,79.0,6.0,1022.0,48.0,2.0,Partly cloudy,0.0,71.0,6.0,1022.0,2141.25,0.0,10.0,3000.0,15.0,gas,137b95c6-0,Stephen Thomas,male,51.0,14.0,proactive,6.0,11191961.0,59.57,0,14
14,21026790,R-a42ec0bd,2019-02-09 07:00:00,2019-02-10 03:09:00,1,53.2,8.0,65.0,1019.6,0.0,6.0,Cloudy,2019-02-10 03:00:00,2019-02-09 07:00:00,C-841ebdcb,C-c4565ee8,1007.3,20.15,43.0,17.0,Overcast,0.0,65.0,4.0,1033.0,21.0,6.0,Clear,0.0,49.0,6.0,1039.0,1111.1,0.0,6.0,15000.0,28.0,diesel,8a8e4814-6,Mr. Robert Schmidt,male,57.0,20.0,conservative,6.0,21026790.0,56.15,1,15
15,10390308,R-24564901,2019-01-16 07:00:00,2019-01-16 14:22:12,0,63.333333333333336,4.333333333333333,58.333333333333336,1016.6666666666666,0.0,6.0,Clear,2019-01-16 14:00:00,2019-01-16 07:00:00,C-40a81eb1,C-c7cacd1d,368.7,7.37,32.0,6.0,Sunny,0.0,66.0,6.0,1017.0,27.0,13.0,Light snow,0.0,66.0,4.0,1021.0,2102.625,0.0,10.0,4000.0,27.0,diesel,529f1b7a-6,Jeffrey Norman,male,44.0,12.0,proactive,8.0,10390308.0,60.14,0,16
16,72777903,R-31096888,2019-02-03 07:00:00,2019-02-04 01:46:48,1,63.8,4.2,83.6,1013.4,0.0,4.0,Mist,2019-02-04 02:00:00,2019-02-03 07:00:00,C-e6dcda92,C-2aaf0e1a,939.23,18.78,45.0,9.0,Cloudy,0.0,97.0,6.0,1007.0,36.0,4.0,Mist,0.0,97.0,1.0,1019.0,2082.389,0.0,12.0,3000.0,28.0,diesel,8ce6b99f-7,John Allen,male,51.0,11.0,proactive,4.0,72777903.0,62.62,1,17
18,22622421,R-ad84c223,2019-02-06 07:00:00,2019-02-06 19:27:36,0,49.0,10.5,88.0,1013.5,0.0,4.0,Light drizzle,2019-02-06 19:00:00,2019-02-06 07:00:00,C-280b55fb,C-40a81eb1,622.76,12.46,48.0,8.0,Overcast,0.0,97.0,6.0,1013.0,36.0,6.0,Partly cloudy,0.0,83.0,6.0,1023.0,2020.6,0.0,7.0,3000.0,25.0,diesel,16fc54dd-b,Melvin Lopez,male,43.0,10.0,proactive,4.0,22622421.0,61.8,0,18
19,17260588,R-5d24485c,2019-02-12 07:00:00,2019-02-12 15:57:36,0,39.666666666666664,10.333333333333334,88.33333333333333,1021.0,0.0,6.0,Light snow,2019-02-12 16:00:00,2019-02-12 07:00:00,C-ff8c0c3c,C-03bb3e48,447.87,8.96,28.0,9.0,Cloudy,0.0,82.0,6.0,1017.0,9.0,16.0,Overcast,0.0,89.0,6.0,1022.0,2168.5557,0.0,12.0,20000.0,24.0,diesel,c0dd30e1-4,Mark King,male,50.0,9.0,proactive,4.0,17260588.0,61.66,0,19
20,48597864,R-f782724c,2019-01-16 07:00:00,2019-01-16 11:55:48,0,55.5,6.0,89.0,1015.5,0.0,4.5,Clear,2019-01-16 12:00:00,2019-01-16 07:00:00,C-d9e9d934,C-b25a09de,246.53,4.93,37.0,5.0,Sunny,0.0,80.0,6.0,1023.0,36.0,11.0,Partly cloudy,0.0,74.0,6.0,1023.0,2037.4,0.0,9.0,3000.0,15.0,gas,a1897dc0-7,Joel Lawson,male,49.0,7.0,proactive,8.0,48597864.0,64.47,0,20
21,22112064,R-29ea762e,2019-01-13 07:00:00,2019-01-14 04:01:12,0,36.8,11.4,76.2,1012.2,0.0,3.0,Blizzard,2019-01-14 04:00:00,2019-01-13 07:00:00,C-927ceb5e,C-639c5e36,1050.84,21.02,27.0,6.0,Light snow,0.0,92.0,6.0,1031.0,10.0,5.0,Clear,0.0,69.0,6.0,1033.0,1949.9524,0.0,8.0,4000.0,17.0,gas,92540a72-f,Dennis Moore,male,45.0,11.0,proactive,5.0,22112064.0,63.3,1,21
22,10787409,R-a27dcdaa,2019-01-04 07:00:00,2019-01-04 18:30:36,1,55.5,7.75,84.5,1017.75,0.0,6.0,Clear,2019-01-04 19:00:00,2019-01-04 07:00:00,C-b5282c3b,C-9bbf5d8a,575.68,11.51,34.0,11.0,Sunny,0.0,81.0,6.0,1010.0,66.0,6.0,Clear,0.0,77.0,6.0,1015.0,2261.6667,0.0,11.0,3000.0,23.0,diesel,12a42159-a,Matthew Daugherty,male,44.0,11.0,conservative,8.0,10787409.0,51.4,0,22
23,22458296,R-5104f307,2019-01-25 07:00:00,2019-01-25 09:27:00,0,52.5,9.0,69.5,1018.5,0.0,5.0,Moderate snow,2019-01-25 09:00:00,2019-01-25 07:00:00,C-6ea51d66,C-b5ff31cd,122.66,2.45,32.0,11.0,Sunny,0.0,60.0,6.0,1014.0,30.0,10.0,Sunny,0.0,67.0,6.0,1012.0,1997.0,0.0,6.0,6000.0,17.0,gas,2cfc6faa-8,Steven Mitchell,male,51.0,14.0,proactive,5.0,22458296.0,58.7,0,23
24,62332459,R-e000860f,2019-01-17 07:00:00,2019-01-18 21:34:47,1,42.5,8.125,81.5,1017.875,0.0,3.75,Mist,2019-01-18 22:00:00,2019-01-17 07:00:00,C-73ae5412,C-280b55fb,1929.18,38.58,52.0,14.0,Moderate or heavy rain with thunder,0.0,87.0,4.0,1018.0,27.0,6.0,Overcast,0.0,92.0,6.0,1023.0,1890.7838,0.0,9.0,10000.0,15.0,gas,b6ce46b3-5,Charles Knox,male,44.0,12.0,proactive,8.0,62332459.0,59.99,1,24
25,18884690,R-01153564,2019-01-17 07:00:00,2019-01-18 23:37:48,1,44.25,7.375,76.5,1016.0,0.0,5.875,Partly cloudy,2019-01-19 00:00:00,2019-01-17 07:00:00,C-c92599e2,C-40a81eb1,2031.49,40.63,73.0,3.0,Moderate or heavy rain shower,0.0,91.0,5.0,1020.0,30.0,5.0,Clear,0.0,82.0,6.0,1021.0,1907.2307,0.0,12.0,6000.0,19.0,gas,66e38fe7-e,Marcus Jones,male,47.0,11.0,proactive,6.0,18884690.0,58.82,1,25
26,27668566,R-46fe7cdd,2019-01-07 07:00:00,2019-01-07 18:54:00,1,59.75,7.5,74.0,1010.0,0.0,3.25,Fog,2019-01-07 19:00:00,2019-01-07 07:00:00,C-280b55fb,C-90e30162,594.98,11.9,50.0,12.0,Light rain,0.0,93.0,4.0,1001.0,59.0,7.0,Partly cloudy,0.0,85.0,6.0,1019.0,1782.1666,0.0,12.0,4000.0,27.0,diesel,d5690adc-e,Ronald Clark,male,46.0,14.0,conservative,6.0,27668566.0,40.5,0,26
27,33548280,R-1868332a,2019-01-17 07:00:00,2019-01-19 01:43:12,1,69.0,6.222222222222222,69.22222222222223,1013.8888888888889,0.0,6.0,Clear,2019-01-19 02:00:00,2019-01-17 07:00:00,C-56e39a5e,C-639c5e36,2135.85,42.72,68.0,9.0,Sunny,0.0,74.0,6.0,1018.0,23.0,10.0,Partly cloudy,0.0,84.0,6.0,1034.0,1875.8649,0.0,7.0,20000.0,13.0,gas,c643afdf-8,Thomas Smith,male,38.0,6.0,proactive,8.0,33548280.0,61.1,1,27
28,22171671,R-096f2651,2019-01-04 07:00:00,2019-01-04 15:57:36,0,55.333333333333336,9.666666666666666,73.66666666666667,1012.6666666666666,0.0,5.333333333333333,Clear,2019-01-04 16:00:00,2019-01-04 07:00:00,C-03bb3e48,C-ff8c0c3c,447.87,8.96,30.0,13.0,Sunny,0.0,81.0,6.0,1009.0,48.0,7.0,Sunny,0.0,58.0,6.0,1011.0,2248.25,0.0,8.0,20000.0,25.0,diesel,208c8864-d,Brian Robinson,male,50.0,11.0,proactive,5.0,22171671.0,61.11,0,28
29,21111802,R-bfbffabd,2019-01-25 07:00:00,2019-01-25 09:15:36,0,64.75,3.75,78.25,1011.5,0.0,4.75,Mist,2019-01-25 09:00:00,2019-01-25 07:00:00,C-84f378bb,C-2c9e75ef,113.1,2.26,21.0,8.0,Sunny,0.0,57.0,6.0,1030.0,27.0,9.0,Cloudy,0.0,44.0,6.0,1031.0,2257.8333,0.0,8.0,3000.0,25.0,diesel,2b88c816-4,Jack Clark,male,48.0,3.0,proactive,3.0,21111802.0,60.85,0,29
30,21597433,R-ee1f6391,2019-02-10 07:00:00,2019-02-12 04:05:24,1,59.55555555555556,9.444444444444445,69.22222222222223,1021.5555555555555,0.033333335,5.333333333333333,Sunny,2019-02-12 04:00:00,2019-02-10 07:00:00,C-3dbd8b2e,C-2aaf0e1a,2254.34,45.09,28.0,4.0,Partly cloudy,0.0,79.0,6.0,1014.0,27.0,3.0,Heavy snow,0.0,94.0,1.0,1022.0,1783.2667,0.0,10.0,20000.0,22.0,diesel,641b5228-4,Brandon Blankenship,male,54.0,23.0,conservative,6.0,21597433.0,44.9,1,30
31,22554932,R-44465e11,2019-01-13 07:00:00,2019-01-13 15:20:24,0,38.0,4.333333333333333,76.0,1019.0,0.0,6.0,Clear,2019-01-13 15:00:00,2019-01-13 07:00:00,C-c4565ee8,C-a9f2c329,416.87,8.34,28.0,4.0,Moderate snow,0.0,93.0,2.0,1025.0,30.0,4.0,Light snow,0.0,86.0,6.0,1031.0,800.44446,0.0,9.0,20000.0,15.0,gas,0cadde10-c,John Hall,male,43.0,5.0,conservative,3.0,22554932.0,40.95,0,31
33,13131138,R-6f562265,2019-01-07 07:00:00,2019-01-08 00:08:24,0,64.4,6.0,54.6,1013.4,0.0,6.0,Clear,2019-01-08 00:00:00,2019-01-07 07:00:00,C-a9f2c329,C-841ebdcb,857.17,17.14,50.0,7.0,Moderate rain,0.0,92.0,4.0,1003.0,66.0,4.0,Partly cloudy,0.0,88.0,6.0,1020.0,1892.3125,0.0,7.0,3000.0,21.0,diesel,ade77da8-5,Bryce Mills,male,47.0,12.0,proactive,6.0,13131138.0,59.33,1,32
34,29965111,R-96fa17e6,2019-02-12 07:00:00,2019-02-12 21:12:36,0,48.5,10.75,50.0,1019.25,0.0,6.0,Partly cloudy,2019-02-12 21:00:00,2019-02-12 07:00:00,C-927ceb5e,C-2aaf0e1a,710.27,14.21,28.0,9.0,Heavy snow,0.0,94.0,1.0,1008.0,34.0,6.0,Light sleet,0.0,95.0,6.0,1003.0,651.6667,0.0,7.0,3000.0,23.0,diesel,cbb9a86c-1,Bryan Bell,male,43.0,10.0,proactive,8.0,29965111.0,56.78,0,33
35,22811669,R-65cfb635,2019-01-19 07:00:00,2019-01-19 12:16:12,1,49.0,9.0,68.0,1020.6666666666666,0.0,6.0,Sunny,2019-01-19 12:00:00,2019-01-19 07:00:00,C-c7cacd1d,C-2bd47dc5,263.46,5.27,16.0,5.0,Overcast,0.0,92.0,4.0,1027.0,37.0,6.0,Overcast,0.0,61.0,6.0,1023.0,494.33334,0.0,12.0,4000.0,16.0,gas,3f6290f8-3,Dr. Shelly Huang,female,44.0,12.0,proactive,6.0,22811669.0,59.33,0,34
36,28713449,R-89580831,2019-01-19 07:00:00,2019-01-20 00:34:11,1,70.66666666666667,4.666666666666667,45.333333333333336,1015.3333333333334,0.0,6.0,Sunny,2019-01-20 01:00:00,2019-01-19 07:00:00,C-a9f2c329,C-2bd47dc5,878.33,17.57,21.0,14.0,Blizzard,0.0,90.0,0.0,1020.0,37.0,12.0,Heavy rain,0.3,97.0,3.0,1005.0,1437.8235,0.0,11.0,10000.0,17.0,gas,3f1c854c-b,Brooke Owens,female,51.0,19.0,conservative,7.0,28713449.0,47.11,1,35
37,16640575,R-b2c4f391,2019-01-16 07:00:00,2019-01-16 20:47:24,0,64.5,6.0,66.5,1008.0,0.0,5.5,Clear,2019-01-16 21:00:00,2019-01-16 07:00:00,C-2c9e75ef,C-d80a1e7d,689.34,13.79,39.0,7.0,Partly cloudy,0.0,97.0,6.0,1022.0,30.0,7.0,Light snow,0.0,91.0,6.0,1026.0,2160.5,0.0,9.0,20000.0,21.0,diesel,d7a7df84-7,James Phelps,male,50.0,6.0,proactive,4.0,16640575.0,58.44,0,36
38,10375958,R-447677c5,2019-01-16 07:00:00,2019-01-16 12:22:48,0,77.33333333333333,7.666666666666667,55.0,1015.6666666666666,0.0,6.0,Sunny,2019-01-16 12:00:00,2019-01-16 07:00:00,C-19236709,C-594514f8,268.97,5.38,32.0,4.0,Heavy freezing drizzle,0.0,94.0,1.0,1025.0,30.0,5.0,Light snow showers,0.0,81.0,6.0,1026.0,1033.2,0.0,12.0,15000.0,24.0,diesel,930ece15-4,Brian Ibarra,male,53.0,22.0,proactive,8.0,10375958.0,58.38,0,37
39,15821176,R-d3b0b36c,2019-01-16 07:00:00,2019-01-16 11:43:12,0,49.5,9.0,85.0,1020.5,0.0,6.0,Cloudy,2019-01-16 12:00:00,2019-01-16 07:00:00,C-e6dcda92,C-927ceb5e,235.89,4.72,25.0,8.0,Patchy light snow,0.0,93.0,6.0,1026.0,28.0,9.0,Partly cloudy,0.0,82.0,6.0,1025.0,2064.6,0.0,9.0,6000.0,26.0,diesel,dd490a82-c,Dale Shaw,male,48.0,13.0,proactive,4.0,15821176.0,60.25,0,38
40,39847672,R-7e91185a,2019-01-07 07:00:00,2019-01-07 11:07:12,1,53.0,6.0,79.5,1015.5,0.0,6.0,Overcast,2019-01-07 11:00:00,2019-01-07 07:00:00,C-b6e04c88,C-fc66f0ab,205.99,4.12,55.0,9.0,Overcast,0.0,81.0,6.0,1009.0,52.0,10.0,Overcast,0.0,91.0,6.0,1001.0,2366.8,0.0,14.0,6000.0,16.0,gas,4b4001b3-2,Matthew Grant,male,46.0,14.0,conservative,4.0,39847672.0,46.12,0,39
41,25470787,R-f008c877,2019-01-01 07:00:00,2019-01-02 21:39:36,0,53.625,9.75,87.0,1016.375,0.0,6.0,Clear,2019-01-02 22:00:00,2019-01-01 07:00:00,C-c4565ee8,C-73ae5412,1933.12,38.66,41.0,9.0,Overcast,0.0,78.0,6.0,1021.0,37.0,2.0,Clear,0.0,37.0,6.0,1026.0,1946.8684,0.0,10.0,3000.0,16.0,gas,340b10f6-a,Travis Werner,male,50.0,15.0,proactive,5.0,25470787.0,62.02,1,40
42,27887726,R-c71e40ee,2019-02-09 07:00:00,2019-02-09 14:06:36,0,68.0,3.6666666666666665,68.66666666666667,1015.3333333333334,0.0,6.0,Sunny,2019-02-09 14:00:00,2019-02-09 07:00:00,C-2aaf0e1a,C-40a81eb1,355.61,7.11,16.0,14.0,Sunny,0.0,47.0,6.0,1041.0,32.0,13.0,Sunny,0.0,28.0,6.0,1032.0,2233.375,0.0,10.0,15000.0,21.0,gas,28ee4db2-3,Robert Short,male,43.0,10.0,conservative,2.0,27887726.0,46.57,0,41
43,21243568,R-985afa1e,2019-01-22 07:00:00,2019-01-22 17:43:12,0,59.0,8.0,90.33333333333333,1005.0,0.1,4.0,Heavy rain,2019-01-22 18:00:00,2019-01-22 07:00:00,C-2c9e75ef,C-927ceb5e,535.94,10.72,54.0,16.0,Overcast,0.0,85.0,6.0,1007.0,28.0,12.0,Heavy snow,0.1,97.0,1.0,1015.0,1557.2727,0.0,8.0,15000.0,17.0,gas,27470348-8,Christopher Small,male,46.0,6.0,proactive,8.0,21243568.0,61.59,0,42
44,13792231,R-fd52f991,2019-01-10 07:00:00,2019-01-11 00:55:12,0,50.4,8.2,71.0,1023.6,0.0,6.0,Clear,2019-01-11 01:00:00,2019-01-10 07:00:00,C-d9e9d934,C-927ceb5e,895.97,17.92,32.0,16.0,Sunny,0.0,55.0,6.0,1017.0,23.0,4.0,Clear,0.0,57.0,6.0,1027.0,2121.5,0.0,10.0,20000.0,24.0,diesel,a9c2dbfd-7,Brandon Thompson,male,45.0,8.0,proactive,7.0,13792231.0,60.53,1,43
45,21539605,R-ad451391,2019-02-12 07:00:00,2019-02-12 17:46:48,0,40.666666666666664,5.0,71.33333333333333,1025.6666666666667,0.0,5.666666666666667,Clear,2019-02-12 18:00:00,2019-02-12 07:00:00,C-639c5e36,C-3dbd8b2e,538.87,10.78,10.0,10.0,Sunny,0.0,79.0,6.0,1030.0,37.0,5.0,Light rain,0.0,92.0,6.0,1007.0,2147.818,0.0,8.0,3000.0,18.0,gas,53f3f0fb-d,Patrick Fuentes,male,39.0,5.0,conservative,3.0,21539605.0,47.22,0,44
46,65974657,R-0436e4bf,2019-02-10 07:00:00,2019-02-11 16:16:12,1,34.0,7.333333333333333,67.33333333333333,1007.0,0.0,6.0,Partly cloudy,2019-02-11 16:00:00,2019-02-10 07:00:00,C-c92599e2,C-d80a1e7d,1663.48,33.27,72.0,3.0,Partly cloudy,0.0,85.0,6.0,1019.0,37.0,10.0,Light rain,0.0,99.0,5.0,1017.0,1884.1515,0.0,8.0,6000.0,26.0,diesel,f76ca1ab-e,Keith Flores,male,45.0,13.0,proactive,4.0,65974657.0,60.1,1,45
47,46155960,R-c3d9f83b,2019-02-03 07:00:00,2019-02-03 08:31:48,1,44.5,4.0,86.0,1008.5,0.0,6.0,Clear,2019-02-03 09:00:00,2019-02-03 07:00:00,C-fc66f0ab,C-a9f2c329,76.48,1.53,39.0,9.0,Overcast,0.0,100.0,6.0,1012.0,43.0,12.0,Overcast,0.0,98.0,6.0,1011.0,2211.0,0.0,10.0,6000.0,20.0,gas,b92c4942-a,Brian House,male,54.0,21.0,conservative,7.0,46155960.0,41.33,0,46
48,39847672,R-99fd990d,2019-01-25 07:00:00,2019-01-26 01:17:23,1,34.666666666666664,6.666666666666667,97.0,1027.0,0.0,1.0,Light drizzle,2019-01-26 01:00:00,2019-01-25 07:00:00,C-01660979,C-927ceb5e,914.29,18.29,32.0,11.0,Sunny,0.0,59.0,6.0,1015.0,-6.0,3.0,Mist,0.0,93.0,3.0,1027.0,2173.9473,0.0,14.0,6000.0,16.0,gas,4b4001b3-2,Matthew Grant,male,46.0,14.0,conservative,4.0,39847672.0,46.12,1,47
49,49158022,R-b2e25936,2019-02-09 07:00:00,2019-02-10 03:07:48,1,81.6,8.6,71.8,1014.6,0.0,6.0,Clear,2019-02-10 03:00:00,2019-02-09 07:00:00,C-40a81eb1,C-825b2625,1006.61,20.13,27.0,14.0,Sunny,0.0,41.0,6.0,1028.0,25.0,6.0,Partly cloudy,0.0,46.0,6.0,1032.0,1949.8096,0.0,7.0,20000.0,21.0,diesel,d163f698-6,Jason Barnes,male,45.0,3.0,conservative,7.0,49158022.0,46.52,1,48
50,43629979,R-0d713526,2019-02-10 07:00:00,2019-02-12 03:04:48,0,44.888888888888886,5.666666666666667,77.44444444444444,1019.7777777777778,0.0,6.0,Cloudy,2019-02-12 03:00:00,2019-02-10 07:00:00,C-b5ff31cd,C-56e39a5e,2203.95,44.08,21.0,8.0,Sunny,0.0,55.0,6.0,1036.0,72.0,1.0,Clear,0.0,65.0,6.0,1012.0,1770.619,0.0,9.0,3000.0,20.0,gas,19be9c47-e,Michael Coleman,male,49.0,17.0,conservative,4.0,43629979.0,38.51,1,49
51,33014292,R-7febd21f,2019-02-03 07:00:00,2019-02-03 18:37:12,0,66.5,12.75,67.5,1020.75,0.0,6.0,Sunny,2019-02-03 19:00:00,2019-02-03 07:00:00,C-40a81eb1,C-9bbf5d8a,581.1,11.62,32.0,1.0,Sunny,0.0,78.0,6.0,1022.0,50.0,0.0,Clear,0.0,78.0,6.0,1019.0,2278.9167,0.0,7.0,10000.0,22.0,diesel,9a267df3-a,Walter Webb,male,44.0,7.0,proactive,8.0,33014292.0,62.2,0,50
